# Forces      
# CofR        : (2.875000e-01 1.270000e-01 2.286000e-01)
# Time        forces(pressure viscous)	moments(pressure viscous)
38            	((1.301413e-01 4.765486e+00 3.189077e+01) (-8.297423e-04 2.068094e-02 8.937026e-01)) ((-3.300666e-02 2.199867e-02 1.923089e-02) (2.059553e-02 2.506685e-03 -2.025744e-04))
39            	((1.518774e-01 4.476129e+00 3.148651e+01) (-9.353650e-04 2.082830e-02 8.854451e-01)) ((-1.960143e-02 2.229340e-02 2.219915e-02) (2.021403e-02 2.576940e-03 -2.104263e-04))
40            	((1.574972e-01 4.156937e+00 3.112678e+01) (-9.767951e-04 2.110516e-02 8.780367e-01)) ((-1.205461e-02 2.467234e-02 2.484254e-02) (1.986392e-02 2.651287e-03 -2.146873e-04))
41            	((1.548493e-01 3.839737e+00 3.082607e+01) (-9.621089e-04 2.155557e-02 8.709801e-01)) ((-9.058752e-03 2.914923e-02 2.664491e-02) (1.951656e-02 2.731545e-03 -2.189475e-04))
42            	((1.490549e-01 3.547813e+00 3.057841e+01) (-8.571547e-04 2.215542e-02 8.641917e-01)) ((-8.633700e-03 3.582097e-02 2.789670e-02) (1.917016e-02 2.819282e-03 -2.213272e-04))
43            	((1.434938e-01 3.292314e+00 3.036500e+01) (-6.897477e-04 2.279780e-02 8.576300e-01)) ((-8.492227e-03 4.411150e-02 2.852310e-02) (1.882887e-02 2.908856e-03 -2.257909e-04))
44            	((1.447237e-01 3.077583e+00 3.016808e+01) (-5.323782e-04 2.353850e-02 8.513367e-01)) ((-6.646681e-03 5.257348e-02 2.828182e-02) (1.847912e-02 2.988847e-03 -2.294685e-04))
45            	((1.549407e-01 2.910432e+00 2.997782e+01) (-3.615920e-04 2.433517e-02 8.453114e-01)) ((-2.210148e-03 6.033148e-02 2.693853e-02) (1.812219e-02 3.036553e-03 -2.292381e-04))
46            	((1.738599e-01 2.796848e+00 2.978886e+01) (-2.634613e-04 2.521112e-02 8.394543e-01)) ((4.352057e-03 6.668546e-02 2.441596e-02) (1.775563e-02 3.075524e-03 -2.267763e-04))
47            	((1.983774e-01 2.733174e+00 2.959860e+01) (-1.943035e-04 2.614969e-02 8.337132e-01)) ((1.142520e-02 7.127168e-02 2.119627e-02) (1.738668e-02 3.104369e-03 -2.238322e-04))
48            	((2.253460e-01 2.707262e+00 2.940783e+01) (-9.743733e-05 2.713985e-02 8.280371e-01)) ((1.783613e-02 7.393190e-02 1.795463e-02) (1.701295e-02 3.125573e-03 -2.257168e-04))
49            	((2.516392e-01 2.702535e+00 2.921849e+01) (-2.402895e-05 2.820431e-02 8.224784e-01)) ((2.275125e-02 7.489694e-02 1.475832e-02) (1.664162e-02 3.145671e-03 -2.375498e-04))
50            	((2.763348e-01 2.701405e+00 2.903339e+01) (7.372337e-05 2.937161e-02 8.170522e-01)) ((2.591827e-02 7.500879e-02 1.144301e-02) (1.627155e-02 3.153171e-03 -2.533470e-04))
51            	((2.985538e-01 2.692859e+00 2.885166e+01) (1.683532e-04 3.059818e-02 8.117241e-01)) ((2.743288e-02 7.472937e-02 8.037058e-03) (1.590334e-02 3.149093e-03 -2.768216e-04))
52            	((3.143445e-01 2.670540e+00 2.867256e+01) (3.264378e-04 3.186069e-02 8.065248e-01)) ((2.758689e-02 7.422929e-02 4.714255e-03) (1.554385e-02 3.129876e-03 -3.071381e-04))
53            	((3.181785e-01 2.631754e+00 2.849661e+01) (5.396197e-04 3.312947e-02 8.015010e-01)) ((2.657324e-02 7.362009e-02 1.694796e-03) (1.519784e-02 3.112307e-03 -3.458831e-04))
54            	((3.056502e-01 2.580541e+00 2.832676e+01) (7.852663e-04 3.439622e-02 7.965957e-01)) ((2.454331e-02 7.272925e-02 -1.173740e-03) (1.486873e-02 3.092903e-03 -3.914275e-04))
55            	((2.800254e-01 2.524053e+00 2.816777e+01) (1.117411e-03 3.562796e-02 7.918113e-01)) ((2.198792e-02 7.153836e-02 -3.778287e-03) (1.455376e-02 3.076780e-03 -4.422168e-04))
56            	((2.452121e-01 2.467685e+00 2.802258e+01) (1.501531e-03 3.686860e-02 7.871675e-01)) ((1.943594e-02 7.005080e-02 -5.454019e-03) (1.424097e-02 3.065711e-03 -4.911668e-04))
57            	((2.053719e-01 2.410532e+00 2.789158e+01) (1.914873e-03 3.810299e-02 7.826726e-01)) ((1.699111e-02 6.822027e-02 -5.908918e-03) (1.393632e-02 3.056344e-03 -5.327729e-04))
58            	((1.638222e-01 2.349745e+00 2.777277e+01) (2.378219e-03 3.928487e-02 7.783763e-01)) ((1.433849e-02 6.597602e-02 -4.882452e-03) (1.363845e-02 3.044875e-03 -5.726476e-04))
59            	((1.243317e-01 2.282277e+00 2.766193e+01) (2.854178e-03 4.043034e-02 7.742683e-01)) ((1.133768e-02 6.383860e-02 -2.660612e-03) (1.335296e-02 3.038197e-03 -6.116061e-04))
60            	((8.972108e-02 2.206098e+00 2.755481e+01) (3.330532e-03 4.150338e-02 7.703340e-01)) ((7.816822e-03 6.263547e-02 4.627977e-04) (1.308027e-02 3.035876e-03 -6.514959e-04))
61            	((6.099967e-02 2.117525e+00 2.744784e+01) (3.832287e-03 4.247809e-02 7.665093e-01)) ((3.934245e-03 6.292034e-02 4.319722e-03) (1.281674e-02 3.040265e-03 -6.893633e-04))
62            	((4.026142e-02 2.015264e+00 2.733783e+01) (4.304996e-03 4.337644e-02 7.628530e-01)) ((1.106803e-04 6.473292e-02 8.699427e-03) (1.256916e-02 3.054127e-03 -7.225011e-04))
63            	((2.879022e-02 1.899337e+00 2.722212e+01) (4.727945e-03 4.417917e-02 7.594173e-01)) ((-3.206145e-03 6.774452e-02 1.316224e-02) (1.233880e-02 3.072911e-03 -7.536733e-04))
64            	((2.791655e-02 1.773522e+00 2.709832e+01) (5.126738e-03 4.486349e-02 7.561887e-01)) ((-6.341333e-03 7.164477e-02 1.700325e-02) (1.212858e-02 3.099608e-03 -7.775761e-04))
65            	((3.647449e-02 1.640724e+00 2.696598e+01) (5.519126e-03 4.540448e-02 7.531735e-01)) ((-9.495089e-03 7.577586e-02 1.970239e-02) (1.193552e-02 3.128411e-03 -7.926824e-04))
66            	((5.112387e-02 1.504467e+00 2.682598e+01) (5.851728e-03 4.580945e-02 7.503282e-01)) ((-1.272954e-02 7.905358e-02 2.071118e-02) (1.176071e-02 3.159077e-03 -7.996810e-04))
67            	((6.795735e-02 1.369788e+00 2.668087e+01) (6.161435e-03 4.607887e-02 7.476969e-01)) ((-1.593855e-02 8.060296e-02 1.957819e-02) (1.160614e-02 3.188525e-03 -7.963674e-04))
68            	((8.296107e-02 1.238650e+00 2.653389e+01) (6.434322e-03 4.618772e-02 7.452831e-01)) ((-1.902660e-02 8.040322e-02 1.630551e-02) (1.146275e-02 3.220278e-03 -7.905709e-04))
